category,extra_report,source,canonical_report,severity,reason
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0579-Revolution-Marketed-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0580-Notes-Guide-Consumption-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0581-Section-11-Mediation-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0582-Mediation-Introduction-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0583-Mechanical-Reproduction-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0584-House-Decoration-Introduction-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0585-Garrett-House-Decoration-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0586-Notes-House-Decoration-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0587-Integrative-Practice-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0588-mediation-notes-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0589-Notes-Mediation-Second-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0590-Modern-Magazine-Introduction-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0591-Aynsley-Forde-Modern-Magazine-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0592-Notes-Guide-Modern-Magazine-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0593-Section-12-Spatial-Scales-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0594-Global-Scales-Introduction-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0595-Finding-Poland-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0597-Warsaw-Zakopane-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0598-Notes-Zakopane-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0599-Section-2-Introduction-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0600-Furniture-Colonialism-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0601-Notes-Furniture-Colonialism-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0602-Notes-Regional-Design-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0603-Land-Rover-Colonial-Style-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0604-Land-Rover-Introduction-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0605-Land-Rover-Advertising-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0606-Notes-Land-Rover-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0607-Swoosh-Identity-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0609-Notes-Swoosh-01-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0610-Swoosh-Romania-Haiti-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0611-Notes-Guide-Global-Design-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0612-Illustrations-Contributors-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0613-Bibliography-Index-Craft-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0614-Ideal-Book-OCR-Preface-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0615-Notes-Ideal-Book-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0616-Eidelberg-Colonna-reference-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0617-Art-Craft-Machine-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0618-Guide-Machine-Modernism-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0620-Notes-Modernism-01-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0621-Ornament-Crime-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0622-Notes-Ornament-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0623-Coloristes-Le-Corbusier-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0624-Notes-Coloristes-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0625-Workshop-Laboratory-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0626-Notes-Bauhaus-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0627-Search-American-Design-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0628-Notes-Guide-American-Design-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0629-Section-4-Postwar-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0630-Postwar-Introduction-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0631-Utility-Furniture-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0632-Notes-Utility-Furniture-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0633-Modern-World-Itself-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0634-Notes-Modern-World-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0635-Populuxe-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0636-Notes-Populuxe-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0637-All-That-Glitters-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0638-Guide-Postwar-Design-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0639-Section-5-Postmodernism-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0640-Postmodern-Introduction-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0641-commercial-landscape-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0642-Notes-Commercial-Landscape-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0643-Ecstasy-Communication-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0644-Notes-Communication-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0645-No-Kitsch-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0646-Notes-Kitsch-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0647-Deconstruction-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0648-Notes-Deconstruction-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0649-Philippe-Starck-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0650-Notes-Starck-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0651-Fabricating-Identities-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0653-Changing-Times-Styles-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0654-Notes-Guide-Identity-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0655-Section-6-Environment-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0656-Environment-Introduction-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0657-Spaceship-Earth-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0658-Notes-Spaceship-Earth-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0659-DIY-Social-Costs-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0660-Notes-Material-Risk-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0661-Green-Consumer-Introduction-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0662-Green-Consumer-Guide-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0663-Notes-Green-Consumer-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0664-Hannover-Principles-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0665-Notes-Guide-Sustainability-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0666-Part-II-Methods-Themes-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0667-Methods-Introduction-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0668-Section-7-Design-History-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0669-Design-History-Introduction-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0670-Taking-Stock-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0671-Notes-Taking-Stock-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0672-State-Design-History-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0673-Notes-State-Design-History-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0674-Design-History-History-01-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0675-Notes-Design-History-01-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0676-Design-History-History-02-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0677-Notes-Design-History-02-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0678-Design-History-Design-Studies-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0679-Notes-Design-Studies-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0680-Resisting-Colonization-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0681-Notes-Guide-Design-History-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0682-Section-8-Objects-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0683-Objects-Introduction-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0684-Object-as-Image-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0685-Notes-Object-Image-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0686-Cherished-Objects-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0687-Notes-Cherished-Objects-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0688-History-Craft-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0689-Notes-Craft-History-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0690-Shaker-Furniture-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0691-Notes-Guide-Objects-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0692-Section-9-Gender-Design-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0693-Gender-Introduction-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0694-Feminist-Critiques-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0695-Notes-Feminist-Critiques-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0696-Architects-Wife-OCR-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0697-Penny-Sparke-1995-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0698-Notes-Penny-Sparke-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0715-Branzis-Dilemma-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0716-Designing-the-Artificial-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0718-Information-Reality-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0719-Veblen-Chicago-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0720-Adolf-Loos-Aphoristic-Style-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0722-Domestication-Everyday-Technology-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0723-Environmental-Industrial-Design-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0725-Simulated-Seas-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0728-Typography-Screen-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0731-History-from-Things-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0732-Olympus-Marketplace-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0734-Softening-Facts-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0737-Part-II-Introduction-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0738-Design-Environment-Social-Quality-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0739-Ulm-Science-Semiotics-Society-report.md",,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
