action,report,source,match_method,score
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1052-Australia-Industrial-Products-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/287-Industrial products.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1053-Australia-Transportation-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/288-Transportation.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1054-Australia-Domestic-Space-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/289-Design for domestic space.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1055-Bauhaus-Meyer-Years-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/29-The Meyer years.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1056-Australia-Domestic-Use-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/290-Design for domestic use.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1057-Australia-Graphic-Design-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/299-Graphic design.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1058-Australia-Trademarks-Packaging-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/292-Trademarks and packaging.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1059-Australia-Tourist-Graphics-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/293-Tourist graphics.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1060-Australia-Magazines-Books-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/294-Magazines and books.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1061-Australia-Graphic-Design-Emerges-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/295-Graphic design emerges.md,same_book_name_similarity,0.500
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1062-Australia-Exhibition-Pavilions-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/296-Exhibition pavilions.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1063-New-Zealand-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/297-New Zealand.md,same_book_name_similarity,0.500
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1064-New-Zealand-Arts-Crafts-Proto-Industry-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/298-From arts and crafts to proto-industry.md,same_book_name_similarity,0.444
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1065-New-Zealand-Graphic-Design-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/304-New Zealand.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1066-Bauhaus-Mies-Years-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/30-The Mies years.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1067-New-Zealand-Posters-Advertising-report.md,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/300-Posters, advertising, and publicity campaigns.md",same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1068-Commonwealth-Bibliography-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/410-Bibliography.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1069-Commonwealth-Books-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/155-Books.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1070-Australia-Bibliography-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/445-Bibliography.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1072-Commonwealth-Chapters-in-Books-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/144-Chapters in books.md,same_book_name_similarity,0.500
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1073-Commonwealth-Dissertations-Theses-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/306-Dissertations and theses.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1074-Turkey-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/308-Turkey.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1077-Turkey-Graphic-Design-State-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/381-Graphic design.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1078-Turkey-Magazines-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/311-Magazines.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1079-MUHIT-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/312-MUHIT.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1080-Turkey-Popular-Media-Publicity-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/313-Popular media and publicity.md,same_book_name_similarity,0.500
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1081-Turkey-Newspapers-Magazines-Books-report.md,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/314-Newspapers, magazines, books.md",same_book_name_similarity,0.500
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1082-Turkey-Advertising-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/315-Advertising.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1083-Turkey-Film-Posters-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/316-Film posters.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1084-Turkey-Tourism-Promotion-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/317-Tourism promotion.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1085-Iraq-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/318-Iraq.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1086-Transjordan-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/319-Transjordan.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1087-Architecture-New-Interior-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/32-Architecture and the New Interior.md,same_book_name_similarity,0.600
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1088-Bezalel-Origins-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/320-Origins of the Bezalel School of Arts andCrafts.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1091-Palestine-Graphic-Design-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/388-Graphic Design.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1092-Zionist-graphics-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/324-Zionist graphics.md,same_book_name_similarity,0.500
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1093-Tel-Aviv-commercial-graphics-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/325-Commercial graphic design in Tel Aviv.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1095-Hebrew-typography-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/327-Hebrew typography.md,same_book_name_similarity,0.500
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1099-Ottoman-printing-advertising-report.md,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/331-Printing, publishing and advertisingThe Ottoman pe.md",same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1100-Mandate-period-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/332-The mandate period.md,same_book_name_similarity,0.500
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1101-Arabian-Peninsula-Yemen-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/333-The Arabian Peninsula and Yemen.md,same_book_name_similarity,0.600
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1102-Persia-Iran-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/334-Persia (Iran since 1935).md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1103-Iran-industrialization-policy-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/335-A new industrialization policy.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1104-Iran-printing-publications-advertising-report.md,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/336-Printing, publications, and advertisingThe Qajar m.md",same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1105-Reza-Shah-Pahlavi-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/337-The regime of Reza Shah Pahlavi.md,same_book_name_similarity,0.429
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1106-Iran-books-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/205-Books.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1108-Egypt-commercial-art-report.md,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/99-Commercial art, typography, andeditorial design.md",same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1110-Middle-East-chapters-in-books-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/212-Chapters in books.md,same_book_name_similarity,0.429
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1111-Articles-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/213-Articles.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1112-Africa-colonies-chapter-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/343-Chapter 33 Colonies Africa1900-1945.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1116-French-North-Africa-crafts-commerce-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/347-French North Africa Crafts andCommerce.md,same_book_name_similarity,0.500
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1116-French-North-Africa-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/348-Italian North Africa Colonizers andColonized.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1117-Italian-North-Africa-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/358-Italian Africa.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1120-Africa-graphic-design-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/399-Graphic Design.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1121-Africa-newspapers-magazines-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/351-Newspapers and magazines.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1122-Africa-advertising-packaging-report.md,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/352-Advertising, logotypes, and packaging.md",same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1126-Africa-books-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/211-Books.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1127-British-Africa-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/357-British Africa.md,same_book_name_similarity,0.500
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1129-Africa-articles-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/342-Articles.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1130-New-Typography-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/36-The New Typography.md,same_book_name_similarity,0.500
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1131-India-Hong-Kong-Burma-chapter-report.md,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/360-Chapter 34 Colonies India,Hong Kong, and Burma1900.md",same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1131-India-Hong-Kong-Burma-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/374-Hong Kong.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1132-Swadeshi-movement-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/361-The swadeshi movement.md,same_book_name_similarity,0.500
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1136-British-industrialization-policy-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/365-Industrialization the British policy.md,same_book_name_similarity,0.600
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1137-Indian-industrialization-response-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/366-Industrialization the Indian response.md,same_book_name_similarity,0.600
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1138-India-typography-publications-advertising-report.md,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/367-Typography, publications, andadvertising.md",same_book_name_similarity,0.286
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1139-India-advertising-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/373-India.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1143-Burma-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/371-Burma.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1148-Asia-China-Siam-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/391-Siam and Southeast Asia.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1149-China-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/377-China.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1150-China-art-education-1925-expo-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/378-Art education and the 1925 ExpositionInternational.md,same_book_name_similarity,0.375
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1151-Shanghai-modern-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/379-Shanghai modern.md,same_book_name_similarity,0.500
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1152-China-illustrated-press-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/38-The illustrated press.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1153-National-Products-Movement-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/380-The National Products Movement.md,same_book_name_similarity,0.600
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1154-China-graphic-design-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/56-Graphic design and typography.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1155-China-publishing-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/382-Publishing.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1156-May-Fourth-publishing-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/383-Publishing and the May Fourth Movement.md,same_book_name_similarity,0.500
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1157-China-typography-lettering-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/384-Typography and lettering.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1158-China-woodcut-propaganda-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/386-The woodcut movement and propaganda graphics.md,same_book_name_similarity,0.286
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1159-Siam-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/387-Siam.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1160-Siam-graphic-design-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/73-Advertising and graphic design.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1166-Japan-design-policy-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/393-Developing a design policy.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1167-Japan-French-influences-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/394-French influences.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1168-Japan-rationalization-movement-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/395-The Rationalization Movement.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1169-Lifestyle-Improvement-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/396-Lifestyle Improvement and Western-Style Goods.md,same_book_name_similarity,0.286
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1170-Mingei-New-Mingei-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/397-Mingei and New Mingei.md,same_book_name_similarity,0.500
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1171-Heavy-Industry-Transportation-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/398-Heavy Industry and Transportation.md,same_book_name_similarity,0.600
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1172-Japan-Graphic-Design-report.md,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/169-Graphic design, typography, andexhibitions.md",same_book_name_similarity,0.286
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1172-Japan-graphic-design-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/400-The emergence of graphic design.md,same_book_name_similarity,0.286
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1173-Emergence-of-Graphic-Design-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/261-The design of books.md,same_book_name_similarity,0.286
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1176-Avant-garde-Proletarian-Graphics-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/23-The Avant-Garde Dada andConstructivism.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1177-Japan-photography-advertising-publications-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/404-Photography in advertising andpublications.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1178-Japanese-Abroad-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/406-The Japanese Abroad.md,same_book_name_similarity,0.500
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1179-Manchuria-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/407-Manchuria.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1180-Korea-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/408-Korea.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1181-Hangul-publishing-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/409-Hangul and publishing.md,same_book_name_similarity,0.500
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1183-Japan-bibliography-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/421-Japan.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1184-Japan-books-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/245-Books.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1185-Taiwan-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/412-Taiwan.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1186-Articles-Conference-Papers-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/413-Articles and conference papers.md,same_book_name_similarity,0.600
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1187-World-War-II-1939-1945-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/414-Chapter 37 World War II1939-1945.md,same_book_name_similarity,0.300
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1187-World-War-II-design-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/01-World Historyof Design.md,same_book_name_similarity,0.286
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1188-WWII-Germany-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/415-Germany.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1189-WWII-Italy-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/416-Italy.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1190-World-War-II-Great-Britain-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/417-Great Britain.md,same_book_name_similarity,0.286
rewrite_existing_unmapped_report,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1191-British-Operations-Research-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/418-Operations research.md,same_book_name_similarity,0.400
