status,report,source,source_chars
rewritten,"00-books-result/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/B44135108-Chapter-6-EMOTIONAL-INTERACTION-report.md","00-books/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/07-Chapter 6 EMOTIONAL INTERACTION.md",63010
rewritten,"00-books-result/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/B44135109-Chapter-7-INTERFACES-report.md","00-books/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/08-Chapter 7 INTERFACES.md",165978
rewritten,"00-books-result/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/B44135110-Chapter-8-DATA-GATHERING-report.md","00-books/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/09-Chapter 8 DATA GATHERING.md",124109
rewritten,"00-books-result/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/B44135111-Chapter-9-DATA-ANALYSIS-INTERPRETATION-AND-PRESENTATION-report.md","00-books/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/10-Chapter 9 DATA ANALYSIS, INTERPRETATION, AND PRESENTATION.md",123298
rewritten,"00-books-result/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/B44135112-Chapter-10-DATA-AT-SCALE-report.md","00-books/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/11-Chapter 10 DATA AT SCALE.md",89831
rewritten,"00-books-result/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/B44135113-Chapter-11-DISCOVERING-REQUIREMENTS-report.md","00-books/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/12-Chapter 11 DISCOVERING REQUIREMENTS.md",96414
rewritten,"00-books-result/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/B44135114-Chapter-12-DESIGN-PROTOTYPING-AND-CONSTRUCTION-report.md","00-books/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/13-Chapter 12 DESIGN, PROTOTYPING, AND CONSTRUCTION.md",116605
rewritten,"00-books-result/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/B44135115-Chapter-13-INTERACTION-DESIGN-IN-PRACTICE-report.md","00-books/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/14-Chapter 13 INTERACTION DESIGN IN PRACTICE.md",58287
rewritten,"00-books-result/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/B44135116-Chapter-14-INTRODUCING-EVALUATION-report.md","00-books/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/15-Chapter 14 INTRODUCING EVALUATION.md",75171
rewritten,"00-books-result/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/B44135117-Chapter-15-EVALUATION-STUDIES-FROM-CONTROLLED-TO-NATURAL-SETTING-report.md","00-books/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/16-Chapter 15 EVALUATION STUDIES FROM CONTROLLED TO NATURAL SETTINGS.md",76865
rewritten,"00-books-result/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/B44135118-Chapter-16-EVALUATION-INSPECTIONS-ANALYTICS-AND-MODELS-report.md","00-books/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/17-Chapter 16 EVALUATION INSPECTIONS, ANALYTICS, AND MODELS.md",78843
rewritten,"00-books-result/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/B44135119-References-report.md","00-books/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/18-References.md",117957
rewritten,"00-books-result/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/B44135120-Index-report.md","00-books/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/19-Index.md",55407
rewritten,"00-books-result/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/B44135121-End-User-License-Agreement-report.md","00-books/Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019/20-End User License Agreement.md",241
rewritten,00-books-result/Heller：《Paul Rand》/B44135122-Introduction-by-George-Lois-report.md,00-books/Heller：《Paul Rand》/01-Introduction by George Lois.md,44425
rewritten,00-books-result/Heller：《Paul Rand》/B44135123-APPAREL-ARTS-report.md,00-books/Heller：《Paul Rand》/02-APPAREL ARTS.md,7620
rewritten,00-books-result/Heller：《Paul Rand》/B44135124-DIRECTION-report.md,00-books/Heller：《Paul Rand》/03-DIRECTION.md,3090
rewritten,00-books-result/Heller：《Paul Rand》/B44135125-Summerfiston-DIRECTION-report.md,00-books/Heller：《Paul Rand》/04-Summerfiston DIRECTION.md,22668
rewritten,00-books-result/Heller：《Paul Rand》/B44135126-CORONETmakes-the-lighter-highballahball-because-Coronet-it-report.md,00-books/Heller：《Paul Rand》/06-CORONETmakes the lighter highballahball...because Coronet it.md,8714
rewritten,00-books-result/Heller：《Paul Rand》/B44135127-Dubonnet-report.md,00-books/Heller：《Paul Rand》/07-Dubonnet.md,3676
rewritten,00-books-result/Heller：《Paul Rand》/B44135128-when-you-ve-fish-to-fry-keep-report.md,00-books/Heller：《Paul Rand》/08-when you've fish to fry...keep.md,8817
rewritten,00-books-result/Heller：《Paul Rand》/B44135129-with-an-EL-PRODUCTO-report.md,00-books/Heller：《Paul Rand》/09-with an EL PRODUCTO.md,3296
rewritten,00-books-result/Heller：《Paul Rand》/B44135130-GIVELOVERA-report.md,00-books/Heller：《Paul Rand》/10-GIVELOVERA.md,16882
rewritten,00-books-result/Heller：《Paul Rand》/B44135131-DÜNAILL-report.md,00-books/Heller：《Paul Rand》/11-DÜNAILL.md,71636
rewritten,00-books-result/Heller：《Paul Rand》/B44135132-ABELL-report.md,00-books/Heller：《Paul Rand》/12-ABELL.md,88257
rewritten,00-books-result/Heller：《Paul Rand》/B44135133-IBM-supples之IBM-suppliesIBM-supplies-report.md,00-books/Heller：《Paul Rand》/13-IBM supples之IBM suppliesIBM supplies.md,48015
rewritten,00-books-result/Heller：《Paul Rand》/B44135134-THELIMITED-report.md,00-books/Heller：《Paul Rand》/14-THELIMITED.md,12138
rewritten,00-books-result/Heller：《Paul Rand》/B44135135-final-logo-Rand-sketchedfinal-logo-Rand-sketchednumerous-va-report.md,"00-books/Heller：《Paul Rand》/15-final logo,Rand sketchedfinal logo, Rand sketchednumerous va.md",10161
rewritten,00-books-result/Heller：《Paul Rand》/B44135136-MAN-report.md,00-books/Heller：《Paul Rand》/16-MAN.md,898
rewritten,00-books-result/Heller：《Paul Rand》/B44135137-UCLABCDEFGH-IJKLMNOPQRSTUVWXYZ93-report.md,00-books/Heller：《Paul Rand》/17-UCLABCDEFGH IJKLMNOPQRSTUVWXYZ93.md,24743
rewritten,00-books-result/Heller：《Paul Rand》/B44135138-a-mrokto-report.md,00-books/Heller：《Paul Rand》/18-a'mrokto.md,23330
rewritten,00-books-result/Heller：《Paul Rand》/B44135139-Brissago-Switzerland15-June-22-July1985-report.md,"00-books/Heller：《Paul Rand》/19-Brissago,Switzerland15 June-22 July1985.md",67439
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135140-DESIGNING-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/01-DESIGNING.md,2206
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135141-INTRODUCTION-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/02-INTRODUCTION.md,5922
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135142-CHAPTER-1-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/03-CHAPTER 1..md,17344
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135143-CHAPTER-2-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/04-CHAPTER 2..md,1535
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135144-JOE-AND-JOSEPHINE-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/05-JOE AND JOSEPHINE.md,24237
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135145-DESIGNER-WORKS-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/06-DESIGNER WORKS.md,22354
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135146-CHAPTER-4-THE-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/07-CHAPTER 4. THE.md,1387
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135147-IMPORTANCE-OF-TESTING-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/08-IMPORTANCE OF TESTING.md,13024
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135148-THE-BACK-DOOR-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/09-THE BACK DOOR.md,13499
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135149-CHAPTER-6-RISE-IN-THE-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/10-CHAPTER 6. RISE IN THE.md,1182
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135150-LEVEL-OF-PUBLIC-TASTE-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/11-LEVEL OF PUBLIC TASTE.md,14471
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135151-THE-TELEPHONE-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/12-THE TELEPHONE.md,14864
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135152-CHAPTER-8-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/13-CHAPTER 8..md,35291
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135153-CHAPTER-9-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/14-CHAPTER 9..md,1105
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135154-THE-OPEN-ROAD-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/15-THE OPEN ROAD.md,15859
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135155-IN-UNEXPECTED-PLACES-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/16-IN UNEXPECTED PLACES.md,21751
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135156-FOR-THE-GOVERNMENT-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/17-FOR THE GOVERNMENT.md,13672
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135157-CHAPTER-12-THE-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/18-CHAPTER 12. THE.md,981
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135158-FIVE-POINT-FORMULA-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/19-FIVE-POINT FORMULA.md,10611
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135159-OF-DESIGNER-TO-CLIENT-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/20-OF DESIGNER TO CLIENT.md,11221
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135160-SORDID-SUBJECT-MONEY-report.md,"00-books/Henry Dreyfuss：《Designing for People》，1967/21-SORDID SUBJECT, MONEY.md",21344
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135161-CHAPTER-16-WHY-ARE-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/22-CHAPTER 16. WHY ARE.md,24612
rewritten,00-books-result/Henry Dreyfuss：《Designing for People》，1967/B44135162-OF-AN-ORGANIZATION-report.md,00-books/Henry Dreyfuss：《Designing for People》，1967/23-OF AN ORGANIZATION.md,34883
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135163-THE-SURREY-INSTITUTE-OF-ART-DESIGNUNIVERSITY-COLLEGE-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/01-THE SURREY INSTITUTE OF ART & DESIGNUNIVERSITY COLLEGE.md,3851
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135164-of-modern-typography-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/02-of modern typography.md,10940
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135165-FischesNachtgesang-CCCCCCCC1-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/03-FischesNachtgesang.CCCCCCCC1.md,9286
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135166-DUNE-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/04-DUNE.md,1018
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135167-CIRCO-EQUESTRE-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/05-CIRCO EQUESTRE.md,8352
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135168-THâtreMICHESo40rUo-DesvenDredIsaMedI6JU-LLETIR1923é7DCU一U2-report.md,"00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/06-THâtreMICHESo40rUo DesvenDredIsaMedI6JU,LLETIR1923é7DCU一U2.md",671
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135169-het-oor-hoort-het-geruisloze-dathet-oog-Ziet-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/07-het oor hoort . het geruisloze- dathet oog Ziet.md,1483
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135170-HEEEEID596C-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/08-HEEEEID596C.md,6506
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135171-2ESTHC-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/09-2ESTHC.md,33231
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135172-TPbM-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/10-TPbM.md,378
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135173-SMERZ9-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/11-SMERZ9.md,13604
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135174-GÉRANT-LITÉRAIRE-I-K-BONSETNO922EーCーAROUGEMÉCANICIEN-PLAST-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/12-GÉRANT LITÉRAIRE I. K. BONSETNO922EーCーAROUGEMÉCANICIEN PLAST.md,379
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135175-SAVANTS-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/13-SAVANTS.md,2033
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135176-ChRoNiEk-MÉCANo-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/14-ChRoNiEk-MÉCANo.md,3815
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135177-MERZDADADADA-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/15-MERZDADADADA.md,3354
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135178-Was-ist-DADA-in-der-LUFTPYMAKOPF-KÜHL-FÜSSE-WARMGROOTE-BALA-report.md,"00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/16-Was ist DADA in der LUFTPYMAKOPF KÜHL, FÜSSE WARMGROOTE BALA.md",5072
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135179-MERZLLREDNS-MNNN-N-MSTR-11TYPO-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/17-MERZLLREDNS MNNN N MSTR.11TYPO.md,1458
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135180-SIOER-PRN-N-ER-PRN-PR-PN-PERSPELIKANTINTE1094-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/18-SIOER PRN N ER PRN PR PN PERSPELIKANTINTE1094.md,9453
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135181-callthe-nxr9-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/19-callthe nxr9.md,178
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135182-woensdag-17november-82uur-savondsin-prinsenhof-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/20-woensdag 17november 82uur'savondsin prinsenhof.md,4804
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135183-een-proefinstallatiemet50mV-KABEL213was-op-1-Jan-1926UREN-i-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/21-een proefinstallatiemet50mV.KABEL213was op 1 Jan. 1926UREN i.md,803
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135184-Idruiventomatenoardbeienkropslameloenenkasospergesboonenkabe-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/22-Idruiventomatenoardbeienkropslameloenenkasospergesboonenkabe.md,3172
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135185-DE-NIEUWEBERKELSNELWEGER-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/23-DE NIEUWEBERKELSNELWEGER.md,3721
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135186-KMH04中OTN-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/24-KMH04中OTN.md,211
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135187-中NE中-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/25-中NE中.md,7386
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135188-abcdefqhiiklmnopqrs-tuvwxyzadd-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/26-abcdefqhiiklmnopqrs tuvwxyzadd.md,3840
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135189-KANDINSKYURILAUMS-AUSSTELLUNG-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/27-KANDINSKYURILAUMS-AUSSTELLUNG.md,3346
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135190-MenschuntermHammer-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/28-MenschuntermHammer.md,428
rewritten,00-books-result/Herbert Spencer：《Pioneers of Modern Typography》，1969/B44135191-Paul-Graupe-Berlin-W-9-Bellevuestrasse-7-report.md,00-books/Herbert Spencer：《Pioneers of Modern Typography》，1969/29-Paul Graupe Berlin W 9 Bellevuestrasse 7.md,18313
rewritten,"00-books-result/Heskett, John：Design：A Very Short Introduction, 2005/B44135203-Copyright-Page-report.md","00-books/Heskett, John：Design：A Very Short Introduction, 2005/01-Copyright Page.md",1894
rewritten,"00-books-result/Heskett, John：Design：A Very Short Introduction, 2005/B44135204-Very-Short-Introductions-report.md","00-books/Heskett, John：Design：A Very Short Introduction, 2005/02-Very Short Introductions.md",8993
rewritten,"00-books-result/Heskett, John：Design：A Very Short Introduction, 2005/B44135205-Title-Page-report.md","00-books/Heskett, John：Design：A Very Short Introduction, 2005/03-Title Page.md",106
rewritten,"00-books-result/Heskett, John：Design：A Very Short Introduction, 2005/B44135206-Contents-report.md","00-books/Heskett, John：Design：A Very Short Introduction, 2005/04-Contents.md",224
rewritten,"00-books-result/Heskett, John：Design：A Very Short Introduction, 2005/B44135207-Dedication-report.md","00-books/Heskett, John：Design：A Very Short Introduction, 2005/05-Dedication.md",9
rewritten,"00-books-result/Heskett, John：Design：A Very Short Introduction, 2005/B44135208-List-of-illustrations-report.md","00-books/Heskett, John：Design：A Very Short Introduction, 2005/06-List of illustrations.md",2310
rewritten,"00-books-result/Heskett, John：Design：A Very Short Introduction, 2005/B44135209-1-What-is-design-report.md","00-books/Heskett, John：Design：A Very Short Introduction, 2005/07-1 What is design.md",13387
rewritten,"00-books-result/Heskett, John：Design：A Very Short Introduction, 2005/B44135210-2-The-historical-evolution-of-design-report.md","00-books/Heskett, John：Design：A Very Short Introduction, 2005/08-2 The historical evolution of design.md",23695
rewritten,"00-books-result/Heskett, John：Design：A Very Short Introduction, 2005/B44135211-3-Utility-and-significance-report.md","00-books/Heskett, John：Design：A Very Short Introduction, 2005/09-3 Utility and significance.md",25014
rewritten,"00-books-result/Heskett, John：Design：A Very Short Introduction, 2005/B44135212-4-Objects-report.md","00-books/Heskett, John：Design：A Very Short Introduction, 2005/10-4 Objects.md",27685
rewritten,"00-books-result/Heskett, John：Design：A Very Short Introduction, 2005/B44135213-5-Communications-report.md","00-books/Heskett, John：Design：A Very Short Introduction, 2005/11-5 Communications.md",23255
rewritten,"00-books-result/Heskett, John：Design：A Very Short Introduction, 2005/B44135214-6-Environments-report.md","00-books/Heskett, John：Design：A Very Short Introduction, 2005/12-6 Environments.md",26911
rewritten,"00-books-result/Heskett, John：Design：A Very Short Introduction, 2005/B44135215-7-Identities-report.md","00-books/Heskett, John：Design：A Very Short Introduction, 2005/13-7 Identities.md",21253
rewritten,"00-books-result/Heskett, John：Design：A Very Short Introduction, 2005/B44135216-8-Systems-report.md","00-books/Heskett, John：Design：A Very Short Introduction, 2005/14-8 Systems.md",24086
rewritten,"00-books-result/Heskett, John：Design：A Very Short Introduction, 2005/B44135217-9-Contexts-report.md","00-books/Heskett, John：Design：A Very Short Introduction, 2005/15-9 Contexts.md",29148
rewritten,"00-books-result/Heskett, John：Design：A Very Short Introduction, 2005/B44135218-10-Futures-report.md","00-books/Heskett, John：Design：A Very Short Introduction, 2005/16-10 Futures.md",15428
rewritten,"00-books-result/Heskett, John：Design：A Very Short Introduction, 2005/B44135219-Further-reading-report.md","00-books/Heskett, John：Design：A Very Short Introduction, 2005/17-Further reading.md",9181
rewritten,"00-books-result/Heskett, John：Design：A Very Short Introduction, 2005/B44135220-Index-report.md","00-books/Heskett, John：Design：A Very Short Introduction, 2005/18-Index.md",12560
rewritten,"00-books-result/Heskett, John：《Industrial design》/B44135192-Industrial-DesignJOHN-HESKETT-report.md","00-books/Heskett, John：《Industrial design》/01-Industrial DesignJOHN HESKETT.md",154
rewritten,"00-books-result/Heskett, John：《Industrial design》/B44135193-For-Ingrid-and-Peter-report.md","00-books/Heskett, John：《Industrial design》/02-For Ingrid and Peter.md",84519
rewritten,"00-books-result/Heskett, John：《Industrial design》/B44135194-DOULTON-SIMPROVED-PEDESTAL-SIMPLICITAS-WASH-DOWNCLOSET-AND-report.md","00-books/Heskett, John：《Industrial design》/03-DOULTON'SIMPROVED PEDESTAL “SIMPLICITAS WASH-DOWNCLOSET AND.md",29203
rewritten,"00-books-result/Heskett, John：《Industrial design》/B44135195-EASTMANKODAK-CO-SBROWNIE-1-00CAMERAS-report.md","00-books/Heskett, John：《Industrial design》/04-EASTMANKODAK CO.'SBROWNIE$1.00CAMERAS.md",6507
rewritten,"00-books-result/Heskett, John：《Industrial design》/B44135196-CLOCK-DEPARTMENT-Continued-report.md","00-books/Heskett, John：《Industrial design》/05-CLOCK DEPARTMENT-Continued..md",10676
rewritten,"00-books-result/Heskett, John：《Industrial design》/B44135197-Standardization-and-rationalization-report.md","00-books/Heskett, John：《Industrial design》/06-Standardization and rationalization.md",160914
rewritten,"00-books-result/Heskett, John：《Industrial design》/B44135198-The-only-THOROUGH-Spring-Clean-report.md","00-books/Heskett, John：《Industrial design》/07-The only THOROUGH Spring Clean.md",9002
rewritten,"00-books-result/Heskett, John：《Industrial design》/B44135199-Play-learning-work-and-leisure-report.md","00-books/Heskett, John：《Industrial design》/08-Play, learning, work and leisure.md",34236
rewritten,"00-books-result/Heskett, John：《Industrial design》/B44135200-Mass-production-and-individual-choice-report.md","00-books/Heskett, John：《Industrial design》/09-Mass-production and individual choice.md",11030
rewritten,"00-books-result/Heskett, John：《Industrial design》/B44135201-Design-and-politics-report.md","00-books/Heskett, John：《Industrial design》/10-Design and politics.md",44724
rewritten,"00-books-result/Heskett, John：《Industrial design》/B44135202-THE-NEWESTprefabricated-bathroomIS-ALSO-NEAREST-report.md","00-books/Heskett, John：《Industrial design》/11-THE NEWESTprefabricated bathroomIS ALSO NEAREST.md",37860
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135221-COVER-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/01-COVER.md",530
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135222-TITLE-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/02-TITLE.md",722
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135223-ABOUT-THE-AUTHOR-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/03-ABOUT THE AUTHOR.md",1047
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135224-ALSO-BY-ERIC-HOBSBAWM-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/04-ALSO BY ERIC HOBSBAWM.md",136
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135225-LIST-OF-MAPS-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/05-LIST OF MAPS.md",207
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135226-PREFACE-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/06-PREFACE.md",3805
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135227-INTRODUCTION-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/07-INTRODUCTION.md",9530
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135228-PART-I-DEVELOPMENTS-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/08-PART I. DEVELOPMENTS.md",22
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135229-1-THE-WORLD-IN-THE-1780S-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/09-1 THE WORLD IN THE 1780S.md",53946
rewritten,"00-books-result/Hobsbawm, Eric：《Age of Revolution 1789-1848》/B44135230-2-THE-INDUSTRIAL-REVOLUTION-report.md","00-books/Hobsbawm, Eric：《Age of Revolution 1789-1848》/10-2 THE INDUSTRIAL REVOLUTION.md",72876
